baName,postId,title,content,publishTime,date,available_date
603977,1386917215,2000万人观看，给浏阳点赞[笑哭][笑哭]现在贵阳外面也是一直在放,$国泰集团(SH603977)$2000万人观看，给浏阳点赞[笑哭][笑哭]现在贵阳外面也是一直在放,2024-01-01 00:02:33,2024-01-01,2024-01-02
002021,1386917218,年报太迟了，这下要到二块下面去了,$*ST中捷(SZ002021)$ 年报太迟了，这下要到二块下面去了,2024-01-01 00:02:41,2024-01-01,2024-01-02
002457,1386917219,2024，青龙大吉！,2024，青龙大吉！,2024-01-01 00:02:42,2024-01-01,2024-01-02
300510,1386917220,新年快乐，预祝金冠股份未来10倍大牛,$金冠股份(SZ300510)$ 新年快乐，预祝金冠股份未来10倍大牛,2024-01-01 00:02:44,2024-01-01,2024-01-02
600221,1386917222,新年快乐！！！,新年快乐！！！,2024-01-01 00:02:44,2024-01-01,2024-01-02
600231,1386917223,新年快乐凌钢股份更上一层楼,新年快乐凌钢股份更上一层楼,2024-01-01 00:02:45,2024-01-01,2024-01-02
300409,1386917227,从2014年开跌如今2024年了！10年啦！日本人都打跑了！你还在跌跌不休！祝各,$道氏技术(SZ300409)$ 从2014年开跌如今2024年了！10年啦！日本人都打跑了！你还在跌跌不休！祝各位股东万事如意心想事成！,2024-01-01 00:02:48,2024-01-01,2024-01-02
601318,1386917229,周二开盘，中证50指数横空出世，保险股只平安一家入围，高开高走已成定局！,$中国平安(SH601318)$ 周二开盘，中证50指数横空出世，保险股只平安一家入围，高开高走已成定局！,2024-01-01 00:02:49,2024-01-01,2024-01-02
000603,1386917234,2024年目标价26.28,$盛达资源(SZ000603)$ 2024年目标价26.28,2024-01-01 00:02:58,2024-01-01,2024-01-02
300742,1386917235,大家可以翻我的帖子，我百分百做ST，最好的收益是21年，收益是150％多，最大获,大家可以翻我的帖子，我百分百做ST，最好的收益是21年，收益是150％多，最大获利的个股是康美。但后来在中昌栽了跟头。公司也是内斗，最后实际控制人豁免了债务，朋友也豁免了一部分，都是从银行手里购买接手的。但最后退市了，我赔了不少钱。泛海在9.22号当天放出10个亿的天量果断卖出，并发文提示警惕。这一次在越博，我再一次嗅到了危险的信号。忠言逆耳历来如此，但确实现实，祝好运，2024股票长虹……,2024-01-01 00:02:58,2024-01-01,2024-01-02
600759,1386917240,祝主力新年快乐新的一年赏点饭吃还有老婆小孩要养。谢谢,$*ST洲际(SH600759)$ 祝主力新年快乐 新的一年赏点饭吃 还有老婆小孩要养。谢谢,2024-01-01 00:03:03,2024-01-01,2024-01-02
688549,1386917241,强烈建议，所有转融通，都要每天公示，这样散户看到了，大不了不买，你们机构游资，自,强烈建议，所有转融通，都要每天公示，这样散户看到了，大不了不买，你们机构游资，自己去玩吧 。比如　12月29日，根据科创板战略配售可出借信息显示，中巨芯限售流通股为121371.15万股，可出借股份8556.14万股，出借余量为198.69万股。中巨芯现在8200万股做空，买不完，根本买不完！！！大家割肉了，你们自己玩去吧。这个市场，真的非常不公平。,2024-01-01 00:03:04,2024-01-01,2024-01-02
002176,1386917244,你好2024，祝江特在新的一年里步步高升！,你好2024，祝江特在新的一年里步步高升！,2024-01-01 00:03:06,2024-01-01,2024-01-02
300742,1386917245,完蛋了。各位，节哀顺变,完蛋了。各位，节哀顺变,2024-01-01 00:03:06,2024-01-01,2024-01-02
600868,1386917246,，1月30号有惊喜，,$梅雁吉祥(SH600868)$ ，1月30号有惊喜，,2024-01-01 00:03:09,2024-01-01,2024-01-02
601599,1386917247,周二闷sha？可是如果不是抄短线，对于三年以上的老鸟不也意味着机会，5.2+，你,周二闷sha？可是如果不是抄短线，对于三年以上的老鸟不也意味着机会，5.2+，你有多少胆气拉高仓位？但是3-4呢？不是闭眼买,2024-01-01 00:03:10,2024-01-01,2024-01-02
002862,1386917248,跨年大妖股24年了,$实丰文化(SZ002862)$ 跨年大妖股24年了,2024-01-01 00:03:11,2024-01-01,2024-01-02
300676,1386917250,垃圾公司，上市圈完钱后，挣钱能力一塌糊涂。,垃圾公司，上市圈完钱后，挣钱能力一塌糊涂。,2024-01-01 00:03:13,2024-01-01,2024-01-02
002063,1386917251,首先所有持有远光股友新年发财！,88888！,2024-01-01 00:03:17,2024-01-01,2024-01-02
603926,1386917253,新年快乐,$铁流股份(SH603926)$ 新年快乐,2024-01-01 00:03:19,2024-01-01,2024-01-02
600084,1386917255,元旦快乐！2024龙年吉祥财运旺旺！中信尼雅一路长虹！,$中信尼雅(SH600084)$ 元旦快乐！2024龙年吉祥财运旺旺！中信尼雅一路长虹！,2024-01-01 00:03:19,2024-01-01,2024-01-02
002682,1386917256,祝各位龙年发发发,祝各位龙年发发发,2024-01-01 00:03:20,2024-01-01,2024-01-02
002927,1386917257,2024目标价38.38,$泰永长征(SZ002927)$ 2024目标价38.38,2024-01-01 00:03:24,2024-01-01,2024-01-02
600462,1386917264,买入。好不容易等来一个跌停,$ST九有(SH600462)$ 买入。好不容易等来一个跌停,2024-01-01 00:03:39,2024-01-01,2024-01-02
301578,1386917265,做遥控器，这样的小公司，广东有的是，一抓一大把，一年内最低20。,$C辰奕(SZ301578)$ 做遥控器，这样的小公司，广东有的是，一抓一大把，一年内最低20。,2024-01-01 00:03:40,2024-01-01,2024-01-02
600238,1386917270,[拜神],$海南椰岛(SH600238)$ [拜神],2024-01-01 00:03:45,2024-01-01,2024-01-02
603869,1386917272,$新智认知(SH603869)$,$新智认知(SH603869)$,2024-01-01 00:03:48,2024-01-01,2024-01-02
002517,1386917275,2024年了……加油,2024年了……加油,2024-01-01 00:03:51,2024-01-01,2024-01-02
603926,1386917279,祝铁流股份的股友们元旦快乐、心想事成！,祝铁流股份的股友们元旦快乐、心想事成！,2024-01-01 00:03:57,2024-01-01,2024-01-02
600238,1386917280,2024,$海南椰岛(SH600238)$ 2024,2024-01-01 00:03:59,2024-01-01,2024-01-02
603999,1386917282,时来运转,$读者传媒(SH603999)$,2024-01-01 00:04:01,2024-01-01,2024-01-02
301459,1386917283,$丰茂股份(SZ301459)$,$丰茂股份(SZ301459)$,2024-01-01 00:04:02,2024-01-01,2024-01-02
001217,1386917289,周二涨停价清仓式给各位[呲牙],$华尔泰(SZ001217)$ 周二涨停价清仓式给各位[呲牙],2024-01-01 00:04:12,2024-01-01,2024-01-02
603626,1386917290,2024了，祝大家心想事成！,$科森科技(SH603626)$ 2024了，祝大家心想事成！,2024-01-01 00:04:15,2024-01-01,2024-01-02
300058,1386917292,2024年彪子目标价18.18,$蓝色光标(SZ300058)$ 2024年彪子目标价18.18,2024-01-01 00:04:18,2024-01-01,2024-01-02
002251,1386917294,步高，新年快乐！有没新年惊喜,步高，新年快乐！有没新年惊喜,2024-01-01 00:04:23,2024-01-01,2024-01-02
603486,1386917302,$科沃斯(SH603486)$,$科沃斯(SH603486)$,2024-01-01 00:04:31,2024-01-01,2024-01-02
000752,1386917306,新的一年，一路长红…,$*ST西发(SZ000752)$ 新的一年，一路长红…,2024-01-01 00:04:33,2024-01-01,2024-01-02
600490,1386917308,二姜输了，19个亿，,$鹏欣资源(SH600490)$ 二姜输了，19个亿，,2024-01-01 00:04:35,2024-01-01,2024-01-02
300337,1386917309,新的一年，祝各位天天涨停版,新的一年，祝各位天天涨停版,2024-01-01 00:04:35,2024-01-01,2024-01-02
301236,1386917320,软通要起飞了,软通要起飞了,2024-01-01 00:04:45,2024-01-01,2024-01-02
300742,1386917322,同志们！顶着！坚持！别让空空看咱们笑话！今晚虽说不出公告，但不要忘了白天31轮的,$*ST越博(SZ300742)$ 同志们！顶着！坚持！别让空空看咱们笑话！今晚虽说不出公告，但不要忘了白天31轮的角逐，而且明晚公告可能就出来了，相信贺总正带领团队加班加点工作中！,2024-01-01 00:04:47,2024-01-01,2024-01-02
300742,1386917326,大家元旦快乐，新的一年万事如意，买的票都长红！[拳头],大家元旦快乐，新的一年万事如意，买的票都长红！[拳头],2024-01-01 00:04:53,2024-01-01,2024-01-02
600368,1386917330,新年快乐，未来五帝,$五洲交通(SH600368)$ 小五，五爷，阿五。什么时候来个五帝？,2024-01-01 00:04:57,2024-01-01,2024-01-02
002952,1386917331,祝你们新年快乐，万事如意发大财！,$亚世光电(SZ002952)$ 祝你们新年快乐，万事如意发大财！,2024-01-01 00:04:58,2024-01-01,2024-01-02
001217,1386917336,彻底疯了，我们这全城烟火不断。这还没过年呢？就是跨年过个元旦，整个城市就沸腾了，,彻底疯了，我们这全城烟火不断。这还没过年呢？就是跨年过个元旦，整个城市就沸腾了，根本买不到烟火。绝对有料，到过年前都会疯掉。,2024-01-01 00:05:03,2024-01-01,2024-01-02
000676,1386917337,鲸鸿动能服务商网页更新了,$智度股份(SZ000676)$ 鲸鸿动能服务商网页更新了,2024-01-01 00:05:03,2024-01-01,2024-01-02
600599,1386917339,过年了，必须有烟花！,$ST熊猫(SH600599)$过年了，必须有烟花！,2024-01-01 00:05:05,2024-01-01,2024-01-02
002400,1386917340,一天不交易，难受的慌。,一天不交易，难受的慌。,2024-01-01 00:05:06,2024-01-01,2024-01-02
300657,1386917348,祝愿弘信人身体健康平安顺利，2024再创佳绩！,$弘信电子(SZ300657)$ 祝愿弘信人身体健康平安顺利，2024再创佳绩！,2024-01-01 00:05:16,2024-01-01,2024-01-02
002241,1386917350,下周开门红包是铁定的了！mr板块要高度有高度要核心也涨停，人气所向，人心所往，牛,$歌尔股份(SZ002241)$ 下周 开门红包是铁定的了！mr板块 要高度有高度 要核心也涨停，人气所向，人心所往，牛股 成！,2024-01-01 00:05:18,2024-01-01,2024-01-02
002457,1386917351,再也不对这破管子抱任何希望了，[可怜],$青龙管业(SZ002457)$ 再也不对这破管子抱任何希望了，[可怜],2024-01-01 00:05:19,2024-01-01,2024-01-02
002195,1386917354,万事俱备，只欠东风。2024年祝大家红红火火[龙头],$岩山科技(SZ002195)$ 万事俱备，只欠东风。2024年祝大家红红火火[龙头],2024-01-01 00:05:22,2024-01-01,2024-01-02
601127,1386917355,新年快乐！！！明天开盘一字板！,$赛力斯(SH601127)$ 新年快乐！！！明天开盘一字板！,2024-01-01 00:05:22,2024-01-01,2024-01-02
000536,1386917356,刚看了一个视频，视频的人说：新手机一机难求，新能源锂电池啥的……，这个新手机八成,$华映科技(SZ000536)$ 刚看了一个视频，视频的人说：新手机一机难求，新能源锂电池啥的……，这个新手机八成是华为手机，华为板块是否来一波,2024-01-01 00:05:25,2024-01-01,2024-01-02
600272,1386917368,准备操作的第一支票开开实业,$开开实业(SH600272)$关注一分钟K线支撑位放巨量买入。买入逻辑:10月24日已经已经支撑位11.35拉升，并在11月10日突破12.49，虽然上方套牢盘太重，但没想到会继续回踩并跌破支撑位11.35，无量跌破多数散户已经割肉，耐心等待突然放量,2024-01-01 00:05:41,2024-01-01,2024-01-02
600645,1386917379,新年快乐！,新年快乐！,2024-01-01 00:05:52,2024-01-01,2024-01-02
601166,1386917380,这哥们太着急了，,$兴业银行(SH601166)$ 这哥们太着急了，,2024-01-01 00:05:55,2024-01-01,2024-01-02
600872,1386917381,中炬高新2024牛股年[鼓掌][鼓掌],$中炬高新(SH600872)$ 中炬高新2024牛股年[鼓掌][鼓掌],2024-01-01 00:05:57,2024-01-01,2024-01-02
000584,1386917389,新年快乐，2024摘帽翻倍！,新年快乐，2024摘帽翻倍！,2024-01-01 00:06:05,2024-01-01,2024-01-02
300742,1386917397,贺总正在和李从华吃饭,贺总正在和李从华吃饭,2024-01-01 00:06:18,2024-01-01,2024-01-02
301236,1386917398,新年快乐！,新年快乐！,2024-01-01 00:06:18,2024-01-01,2024-01-02
300742,1386917399,吧里这些人操什么心1800多万人家都不怕，你们在怕什么？,$*ST越博(SZ300742)$ 吧里这些人操什么心1800多万人家都不怕，你们在怕什么？,2024-01-01 00:06:22,2024-01-01,2024-01-02
000546,1386917403,新年快乐！涨停相伴！,新年快乐！涨停相伴！,2024-01-01 00:06:23,2024-01-01,2024-01-02
605118,1386917404,2024新年快乐所有力鼎的家人们元旦快乐！新的一年投资顺利！主力发大财！主力发善,2024新年快乐所有力鼎的家人们元旦快乐！新的一年投资顺利！主力发大财！主力发善心！周二开盘猛拉猛打！做大做强做妖！,2024-01-01 00:06:23,2024-01-01,2024-01-02
600745,1386917406,$闻泰科技(SH600745)$,$闻泰科技(SH600745)$,2024-01-01 00:06:26,2024-01-01,2024-01-02
002655,1386917407,连板连板,连板连板,2024-01-01 00:06:31,2024-01-01,2024-01-02
600630,1386917413,新年买龙头，万事不用愁,$龙头股份(SH600630)$ 新年买龙头，万事不用愁,2024-01-01 00:06:41,2024-01-01,2024-01-02
300479,1386917419,家人们，2024，事事如意，双手一拍，要啥来啥[大笑],$神思电子(SZ300479)$ 家人们，2024，事事如意，双手一拍，要啥来啥[大笑],2024-01-01 00:06:53,2024-01-01,2024-01-02
603008,1386917420,新年快乐！！！祝大家财源广进！,$喜临门(SH603008)$ 新年快乐！！！祝大家财源广进！,2024-01-01 00:06:53,2024-01-01,2024-01-02
002682,1386917427,2024年龙年，龙字开头全部涨停[大笑],2024年龙年，龙字开头全部涨停[大笑],2024-01-01 00:07:00,2024-01-01,2024-01-02
601127,1386917428,新年好啊股友们,$赛力斯(SH601127)$ 新年好啊股友们,2024-01-01 00:07:01,2024-01-01,2024-01-02
000976,1386917440,24年新的一年~望你不要再病殃殃的了~早点好起来,24年新的一年~望你不要再病殃殃的了~早点好起来,2024-01-01 00:07:12,2024-01-01,2024-01-02
002176,1386917447,202420.24,$江特电机(SZ002176)$ 2024 20.24,2024-01-01 00:07:21,2024-01-01,2024-01-02
600630,1386917448,2024年龙年，龙字开头全部涨停,$龙头股份(SH600630)$ 2024年龙年，龙字开头全部涨停,2024-01-01 00:07:24,2024-01-01,2024-01-02
601881,1386917449,祝大家元旦快乐，2024年发大财！,$中国银河(SH601881)$ 祝大家元旦快乐，2024年发大财！,2024-01-01 00:07:27,2024-01-01,2024-01-02
001239,1386917452,开盘了开盘了跨年大妖股就是你了2024祝你们收获满满涨停板满满,$永达股份(SZ001239)$ 开盘了开盘了跨年大妖股 就是你了 2024祝你们收获满满涨停板满满,2024-01-01 00:07:29,2024-01-01,2024-01-02
300022,1386917454,2024，开门红，涨给你看，我们拭目以待。,$吉峰科技(SZ300022)$2024，开门红，涨给你看，我们拭目以待。,2024-01-01 00:07:29,2024-01-01,2024-01-02
688047,1386917456,新年快乐家人们,新年快乐家人们,2024-01-01 00:07:35,2024-01-01,2024-01-02
688256,1386917466,2024年到了。今年我看好你，只有你才是中华民族的嵴梁。加油寒武纪。,$寒武纪-U(SH688256)$ 2024年到了。今年我看好你，只有你才是中华民族的嵴梁。加油寒武纪。,2024-01-01 00:07:45,2024-01-01,2024-01-02
301236,1386917472,新年快乐,新年快乐,2024-01-01 00:07:53,2024-01-01,2024-01-02
002948,1386917475,青岛银行，建仓3.12，3.02翻四倍已加仓。,青岛银行，建仓3.12，3.02翻四倍已加仓。,2024-01-01 00:07:56,2024-01-01,2024-01-02
000564,1386917477,力争2024年！,力争2024年！,2024-01-01 00:07:57,2024-01-01,2024-01-02
831855,1386917481,新年快乐，涨到20.24就好,$浙江大农(SZ831855)$ 新年快乐，涨到20.24就好,2024-01-01 00:08:01,2024-01-01,2024-01-02
000063,1386917486,祝大家新年快乐做好人买好股行好运。,$中兴通讯(SZ000063)$ 祝大家新年快乐做好人买好股行好运。,2024-01-01 00:08:08,2024-01-01,2024-01-02
600372,1386917489,不管今年被套了多少，还是祝大家新年快乐[火箭][火箭],$中航机载(SH600372)$ 不管今年被套了多少，还是祝大家新年快乐[火箭][火箭],2024-01-01 00:08:10,2024-01-01,2024-01-02
603729,1386917491,跌停板快跑啊,跌停板快跑啊,2024-01-01 00:08:11,2024-01-01,2024-01-02
603729,1386917493,跌停板快跑啊！,跌停板快跑啊！,2024-01-01 00:08:15,2024-01-01,2024-01-02
002671,1386917496,元旦节快乐！新日历标着青龙年[想一下]果然跑来跑去两头空！,元旦节快乐！新日历标着青龙年[想一下]果然跑来跑去两头空！,2024-01-01 00:08:18,2024-01-01,2024-01-02
603729,1386917497,跌停板快跑啊跌停板快跑啊！,跌停板快跑啊跌停板快跑啊！,2024-01-01 00:08:22,2024-01-01,2024-01-02
300657,1386917498,愿2024心想事成！,$弘信电子(SZ300657)$ 愿2024心想事成！,2024-01-01 00:08:23,2024-01-01,2024-01-02
600606,1386917500,抢头香！,我一定要抢到2024年第一个赞颂胖老头儿的容颜好。。,2024-01-01 00:08:26,2024-01-01,2024-01-02
600996,1386917503,2024年心想事成，财源滚滚，万事如意！,$贵广网络(SH600996)$ 2024年心想事成，财源滚滚， 万事如意！,2024-01-01 00:08:31,2024-01-01,2024-01-02
301526,1386917505,2024加油，加油！再加油！！,$C国际复(SZ301526)$ 2024加油，加油！再加油！！,2024-01-01 00:08:32,2024-01-01,2024-01-02
600150,1386917506,2024愿中国船舶上50！,2024愿中国船舶上50！,2024-01-01 00:08:34,2024-01-01,2024-01-02
001217,1386917507,我们这禁放烟花，但此时外面烟花鞭炮声此起彼伏,我们这禁放烟花，但此时外面烟花鞭炮声此起彼伏,2024-01-01 00:08:36,2024-01-01,2024-01-02
002600,1386917509,领益新的一年并肩向前，涨涨涨涨涨涨！,领益新的一年并肩向前，涨涨涨涨涨涨！,2024-01-01 00:08:36,2024-01-01,2024-01-02
001696,1386917510,应该改为宗申时代，动力不行了。2024雄起,应该改为宗申时代，动力不行了。2024雄起,2024-01-01 00:08:37,2024-01-01,2024-01-02
000070,1386917512,新的一年祝愿特发的股友身体健康股价也翻三番！,新的一年祝愿特发的股友身体健康股价也翻三番！,2024-01-01 00:08:38,2024-01-01,2024-01-02
002063,1386917514,我在第一时间祝所有持有远光软件兄弟88888！,祝福！[鼓掌][鼓掌][鼓掌],2024-01-01 00:08:41,2024-01-01,2024-01-02
300803,1386917515,愿2024年一切都好！指南针翻倍！,$指南针(SZ300803)$ 愿2024年一切都好！指南针翻倍！,2024-01-01 00:08:43,2024-01-01,2024-01-02
300570,1386917517,辰龙,$太辰光(SZ300570)$ 辰龙,2024-01-01 00:08:45,2024-01-01,2024-01-02
000851,1386917518,祝大家新年发大财，被套的早日解套，2024年赚的盆满钵满！,祝大家新年发大财，被套的早日解套，2024年赚的盆满钵满！,2024-01-01 00:08:47,2024-01-01,2024-01-02
300455,1386917520,2024，五院加油,$航天智装(SZ300455)$ 2024，五院加油,2024-01-01 00:08:48,2024-01-01,2024-01-02
600257,1386917522,2024吃大鱼,$大湖股份(SH600257)$ 2024吃大鱼,2024-01-01 00:08:49,2024-01-01,2024-01-02
002740,1386917524,这个票怎么办。好像到一毛了。割肉下不去手了。,这个票怎么办。好像到一毛了。割肉下不去手了。,2024-01-01 00:08:52,2024-01-01,2024-01-02
001339,1386917528,三板定乾坤，鲤鱼跳龙门，带头大哥，又在胡说了,三板定乾坤，鲤鱼跳龙门，带头大哥，又在胡说了,2024-01-01 00:08:55,2024-01-01,2024-01-02
002345,1386917543,此票可以看的更远一些，破前高6.97没问题。,此票可以看的更远一些，破前高6.97没问题。,2024-01-01 00:09:14,2024-01-01,2024-01-02
600593,1386917544,祝贺大连圣亚股吧的朋友们：2024年财运亨通，股票大涨，家庭幸福，一切都好！,$大连圣亚(SH600593)$ 祝贺大连圣亚股吧的朋友们：2024年财运亨通，股票大涨，家庭幸福，一切都好！,2024-01-01 00:09:15,2024-01-01,2024-01-02
002021,1386917545,跌停板快跑啊！！！跌停板快跑啊,跌停板快跑啊！！！跌停板快跑啊,2024-01-01 00:09:15,2024-01-01,2024-01-02
002603,1386917548,2023一年没涨停过。2024来10个涨停先。。补回来。。。,2023一年没涨停过。2024来10个涨停先。。补回来。。。,2024-01-01 00:09:18,2024-01-01,2024-01-02
834021,1386917550,流金岁月新年大气象万事胜意涨为先,$流金科技(SZ834021)$,2024-01-01 00:09:20,2024-01-01,2024-01-02
603536,1386917557,新年快乐群里的兄弟们！！！,$惠发食品(SH603536)$ 新年快乐群里的兄弟们！！！,2024-01-01 00:09:38,2024-01-01,2024-01-02
002530,1386917560,$金财互联(SZ002530)$,$金财互联(SZ002530)$,2024-01-01 00:09:44,2024-01-01,2024-01-02
